Order_ID,Date,Client,Categorie,Produit,Quantite,Prix_Unitaire,Remise,Pays,Canal_Vente,Frais_Livraison,Satisfaction,Montant_Total
CMD07628,2024-10-08,Ali Benali,Beauté,Parfum,2,1119.4,0.15,Maroc,Magasin,8.76,5,1902.98
CMD07629,2024-03-21,Carlos Gomez,Jouets,Lego,1,925.22,0.2,Allemagne,Web,4.95,4,740.176
CMD07630,2024-11-14,Léa Durand,Jouets,Jeu de société,5,510.92,0.3,Belgique,Magasin,1.68,1,1788.2199999999998
CMD07631,2024-03-10,Léa Durand,Électronique,TV 4K,1,973.28,0.3,Italie,App,12.69,1,681.2959999999999
CMD07632,2024-12-24,Carlos Gomez,Jouets,Puzzle,2,1198.81,0.25,Italie,App,1.17,5,1798.215
CMD07633,2024-04-07,Paolo Bianchi,Électronique,TV 4K,5,1345.88,0.3,Allemagne,Magasin,7.65,4,4710.58
CMD07634,2024-01-28,Lucie Martin,Sport,Vélo,2,760.48,0.0,Suisse,Web,0.4,3,1520.96
CMD07635,2024-09-03,Jean Dupont,Mode,Montre,1,1772.27,0.3,Espagne,Magasin,7.95,5,1240.589
CMD07636,2024-11-05,Léa Durand,Jouets,Jeu de société,5,914.15,0.2,Suisse,Magasin,12.16,5,3656.6000000000004
CMD07637,2024-08-30,Carlos Gomez,Mode,Jean,2,1121.69,0.3,Suisse,Web,5.94,5,1570.366
CMD07638,2024-12-06,Sarah Moreau,Électronique,Ordinateur portable,4,1415.75,0.1,Maroc,App,11.07,2,5096.7
CMD07639,2024-08-18,Ali Benali,Électronique,Tablette,1,999.03,0.15,France,App,1.71,2,849.1754999999999
CMD07640,2024-09-30,Paolo Bianchi,Beauté,Sérum,4,1542.59,0.05,Belgique,Web,4.4,2,5861.842
CMD07641,2024-10-30,Lucie Martin,Beauté,Parfum,2,1669.6,0.1,France,App,8.69,1,3005.2799999999997
CMD07642,2024-04-27,Jean Dupont,Sport,Ballon,1,1062.33,0.0,Maroc,Web,11.83,4,1062.33
CMD07643,2024-07-09,Paolo Bianchi,Beauté,Rouge à lèvres,2,393.06,0.3,Belgique,Web,14.96,1,550.284
CMD07644,2024-09-19,Nina Müller,Jouets,Peluche,4,1203.43,0.25,Maroc,Web,11.39,4,3610.29
CMD07645,2024-05-13,Carlos Gomez,Beauté,Parfum,2,1120.23,0.3,Espagne,App,7.24,3,1568.322
CMD07646,2024-06-30,Nina Müller,Sport,Vélo,1,1794.15,0.25,Italie,Magasin,7.15,1,1345.6125000000002
CMD07647,2024-03-28,Paolo Bianchi,Jouets,Puzzle,3,297.4,0.1,Suisse,Web,4.95,4,802.9799999999999
CMD07648,2024-11-30,Youssef El Amrani,Mode,Jean,5,1855.96,0.25,France,Web,2.03,4,6959.849999999999
CMD07649,2024-05-17,Léa Durand,Maison,Ventilateur,2,1351.58,0.2,Suisse,App,6.57,1,2162.528
CMD07650,2024-09-03,Sarah Moreau,Mode,Sac à main,3,85.35,0.0,Espagne,App,10.46,5,256.04999999999995
CMD07651,2024-02-07,Nina Müller,Beauté,Crème visage,1,1354.46,0.2,Allemagne,Web,9.48,4,1083.568
CMD07652,2024-05-15,Sarah Moreau,Beauté,Shampoing,3,706.87,0.15,France,Magasin,14.21,1,1802.5185000000001
CMD07653,2024-09-22,Léa Durand,Mode,Montre,2,1113.48,0.3,Allemagne,Web,7.58,3,1558.8719999999998
CMD07654,2024-07-14,Emma Rossi,Électronique,Smartphone,4,1651.71,0.15,France,Magasin,3.03,2,5615.814
CMD07655,2024-11-03,Sarah Moreau,Beauté,Rouge à lèvres,4,1234.98,0.3,Italie,Web,0.62,1,3457.944
CMD07656,2024-07-13,Nina Müller,Beauté,Crème visage,5,66.27,0.0,Italie,App,6.18,3,331.34999999999997
CMD07657,2024-06-18,Sarah Moreau,Maison,Lampadaire,1,1585.33,0.15,France,Web,5.89,4,1347.5304999999998
CMD07658,2024-02-04,Youssef El Amrani,Jouets,Voiture téléguidée,1,598.84,0.3,Allemagne,App,2.23,3,419.188
CMD07659,2024-09-20,Youssef El Amrani,Maison,Mixeur,4,737.06,0.0,Italie,Web,2.22,3,2948.24
CMD07660,2024-05-19,Ali Benali,Beauté,Rouge à lèvres,2,1615.5,0.15,Suisse,Web,6.13,2,2746.35
CMD07661,2024-11-04,Sarah Moreau,Mode,Jean,4,1123.5,0.1,Maroc,Magasin,7.65,4,4044.6
CMD07662,2024-12-08,Jean Dupont,Beauté,Crème visage,4,1015.05,0.1,Maroc,Web,0.2,2,3654.18
CMD07663,2024-04-12,Nina Müller,Maison,Aspirateur,1,324.14,0.0,Espagne,Magasin,2.96,2,324.14
CMD07664,2024-12-30,Léa Durand,Électronique,Ordinateur portable,4,1757.16,0.3,Espagne,Magasin,6.45,1,4920.048
CMD07665,2024-12-19,Carlos Gomez,Maison,Lampadaire,5,1167.64,0.25,Maroc,Web,11.17,4,4378.650000000001
CMD07666,2024-06-15,Jean Dupont,Mode,Veste,4,1115.65,0.2,Belgique,App,12.67,4,3570.0800000000004
CMD07667,2024-06-12,Emma Rossi,Électronique,Casque audio,3,1337.65,0.3,Maroc,App,13.72,5,2809.065
CMD07668,2024-11-10,Ali Benali,Mode,Montre,2,653.59,0.3,Suisse,Web,11.51,4,915.026
CMD07669,2024-08-21,Ali Benali,Jouets,Peluche,5,1057.01,0.0,Suisse,Web,4.43,5,5285.05
CMD07670,2024-08-28,Paolo Bianchi,Électronique,Ordinateur portable,3,1633.47,0.0,Italie,Magasin,7.96,1,4900.41
CMD07671,2024-02-11,Sarah Moreau,Jouets,Puzzle,4,357.45,0.15,Belgique,Web,6.1,2,1215.33
CMD07672,2024-12-02,Léa Durand,Maison,Machine à café,3,694.02,0.05,Suisse,Magasin,10.02,3,1977.9569999999999
CMD07673,2024-07-16,Youssef El Amrani,Sport,Raquette,4,966.09,0.1,Suisse,Magasin,5.07,4,3477.924
CMD07674,2024-09-25,Léa Durand,Beauté,Rouge à lèvres,3,718.44,0.1,Suisse,Web,10.06,5,1939.7880000000002
CMD07675,2024-07-19,Ali Benali,Jouets,Puzzle,2,85.62,0.15,Espagne,Magasin,4.16,1,145.554
CMD07676,2024-10-31,Emma Rossi,Électronique,Casque audio,1,887.03,0.1,Suisse,Magasin,7.54,5,798.327
CMD07677,2024-03-11,Ali Benali,Électronique,Tablette,2,1426.36,0.1,Suisse,Magasin,3.91,5,2567.448
CMD07678,2024-10-21,Nina Müller,Beauté,Rouge à lèvres,2,650.44,0.25,France,Web,9.58,5,975.6600000000001
CMD07679,2024-01-06,Carlos Gomez,Mode,Veste,5,863.41,0.2,Maroc,Magasin,0.84,1,3453.6400000000003
CMD07680,2024-07-04,Paolo Bianchi,Sport,Raquette,1,1929.99,0.3,Maroc,Web,3.56,5,1350.993
CMD07681,2024-07-16,Jean Dupont,Mode,Sac à main,1,1597.33,0.25,Espagne,Magasin,10.75,3,1197.9975
CMD07682,2024-03-01,Sarah Moreau,Maison,Mixeur,2,137.19,0.2,Suisse,Magasin,6.36,2,219.50400000000002
CMD07683,2024-09-20,Léa Durand,Jouets,Peluche,1,694.03,0.05,France,Web,3.52,4,659.3285
CMD07684,2024-02-20,Paolo Bianchi,Beauté,Sérum,4,1210.99,0.0,Espagne,Magasin,0.18,1,4843.96
CMD07685,2024-05-07,Léa Durand,Jouets,Puzzle,5,1055.45,0.0,Allemagne,Web,12.62,5,5277.25
CMD07686,2024-09-25,Sarah Moreau,Mode,Veste,1,606.46,0.25,Espagne,Magasin,8.74,3,454.845
CMD07687,2024-03-03,Youssef El Amrani,Jouets,Voiture téléguidée,4,1401.65,0.25,Belgique,Web,12.43,5,4204.950000000001
CMD07688,2024-02-28,Nina Müller,Électronique,Tablette,5,831.53,0.0,Allemagne,App,10.85,1,4157.65
CMD07689,2024-08-25,Ali Benali,Sport,Chaussures de sport,2,617.0,0.15,Belgique,Web,7.82,3,1048.8999999999999
CMD07690,2024-03-20,Jean Dupont,Sport,Tapis de course,4,1143.34,0.0,Allemagne,Web,10.48,5,4573.36
CMD07691,2024-02-24,Carlos Gomez,Jouets,Jeu de société,5,1440.26,0.05,Allemagne,App,12.6,4,6841.235
CMD07692,2024-01-15,Paolo Bianchi,Beauté,Parfum,4,1555.54,0.3,Espagne,Web,5.51,2,4355.512
CMD07693,2024-09-28,Paolo Bianchi,Sport,Ballon,5,1973.14,0.2,Italie,App,4.27,3,7892.560000000001
CMD07694,2024-11-13,Nina Müller,Mode,Montre,4,1912.28,0.0,Italie,Web,7.3,4,7649.12
CMD07695,2024-06-13,Jean Dupont,Jouets,Peluche,2,144.04,0.1,France,Magasin,11.78,5,259.272
CMD07696,2024-09-23,Jean Dupont,Électronique,Tablette,4,1971.22,0.0,Belgique,Web,7.0,4,7884.88
CMD07697,2024-07-26,Nina Müller,Beauté,Sérum,2,1283.94,0.2,Italie,Web,10.25,3,2054.304
CMD07698,2024-01-26,Nina Müller,Électronique,Casque audio,2,652.66,0.0,Maroc,Web,14.84,4,1305.32
CMD07699,2024-10-06,Léa Durand,Maison,Mixeur,2,1045.1,0.05,Maroc,App,1.99,1,1985.6899999999998
CMD07700,2024-10-17,Jean Dupont,Jouets,Lego,2,1041.72,0.15,Italie,App,8.04,4,1770.924
CMD07701,2024-03-27,Ali Benali,Électronique,Ordinateur portable,1,1972.49,0.1,Suisse,Magasin,9.13,1,1775.241
CMD07702,2024-06-23,Lucie Martin,Sport,Chaussures de sport,3,1173.92,0.05,France,Web,13.09,4,3345.672
CMD07703,2024-09-03,Emma Rossi,Jouets,Peluche,3,1919.39,0.2,Allemagne,App,0.35,5,4606.536
CMD07704,2024-09-22,Jean Dupont,Électronique,Ordinateur portable,5,1115.66,0.1,Maroc,Magasin,3.07,4,5020.47
CMD07705,2024-12-26,Sarah Moreau,Maison,Aspirateur,2,1751.96,0.2,Belgique,Magasin,9.5,1,2803.1360000000004
CMD07706,2024-11-01,Nina Müller,Beauté,Crème visage,1,470.29,0.15,Belgique,App,1.42,3,399.7465
CMD07707,2024-04-22,Carlos Gomez,Maison,Lampadaire,3,526.45,0.25,Allemagne,Web,11.89,3,1184.5125
CMD07708,2024-05-07,Carlos Gomez,Maison,Machine à café,1,120.63,0.1,Italie,App,0.42,2,108.567
CMD07709,2024-06-14,Jean Dupont,Jouets,Lego,1,1439.03,0.15,France,Web,2.57,4,1223.1755
CMD07710,2024-09-09,Lucie Martin,Sport,Raquette,2,177.19,0.0,Suisse,App,14.54,3,354.38
CMD07711,2024-10-10,Sarah Moreau,Sport,Raquette,3,1516.78,0.0,Italie,Magasin,9.68,3,4550.34
CMD07712,2024-03-20,Nina Müller,Maison,Aspirateur,3,1336.55,0.3,Suisse,App,7.02,5,2806.7549999999997
CMD07713,2024-09-07,Lucie Martin,Sport,Raquette,2,1890.36,0.2,Italie,Magasin,1.25,4,3024.576
CMD07714,2024-12-28,Sarah Moreau,Jouets,Jeu de société,3,1131.09,0.3,Italie,App,13.94,1,2375.2889999999993
CMD07715,2024-02-19,Jean Dupont,Mode,Sac à main,3,1475.88,0.25,Belgique,Web,3.6,3,3320.7300000000005
CMD07716,2024-06-11,Emma Rossi,Mode,Jean,5,94.07,0.2,Belgique,App,12.06,2,376.28
CMD07717,2024-06-23,Léa Durand,Maison,Aspirateur,5,52.64,0.0,Belgique,App,14.3,2,263.2
CMD07718,2024-03-24,Emma Rossi,Mode,Chaussures,5,466.82,0.05,Maroc,Magasin,11.86,2,2217.395
CMD07719,2024-12-09,Paolo Bianchi,Électronique,Ordinateur portable,3,641.52,0.05,France,Magasin,7.42,1,1828.3319999999999
CMD07720,2024-03-23,Emma Rossi,Électronique,Tablette,2,1781.33,0.3,Espagne,App,2.93,4,2493.8619999999996
CMD07721,2024-02-18,Carlos Gomez,Jouets,Puzzle,1,1147.91,0.1,Italie,App,6.38,2,1033.1190000000001
CMD07722,2024-08-30,Nina Müller,Sport,Raquette,2,1784.18,0.0,Suisse,App,13.24,1,3568.36
CMD07723,2024-07-10,Ali Benali,Maison,Machine à café,5,1977.81,0.15,Espagne,Magasin,13.28,2,8405.6925
CMD07724,2024-02-19,Nina Müller,Maison,Lampadaire,4,941.72,0.15,Espagne,Magasin,11.96,4,3201.848
CMD07725,2024-03-12,Léa Durand,Maison,Lampadaire,2,634.93,0.3,Maroc,Magasin,5.09,1,888.9019999999999
CMD07726,2024-10-05,Youssef El Amrani,Beauté,Crème visage,2,869.81,0.15,Maroc,App,3.31,3,1478.677
CMD07727,2024-01-17,Sarah Moreau,Maison,Aspirateur,2,752.18,0.0,France,Magasin,3.84,2,1504.36
CMD07728,2024-02-13,Ali Benali,Électronique,Smartphone,2,1843.34,0.05,Maroc,App,8.25,5,3502.3459999999995
CMD07729,2024-05-30,Léa Durand,Maison,Machine à café,4,692.03,0.2,Italie,App,9.72,4,2214.496
CMD07730,2024-11-06,Lucie Martin,Maison,Machine à café,2,1566.96,0.25,Maroc,Magasin,8.12,2,2350.44
CMD07731,2024-07-25,Sarah Moreau,Jouets,Puzzle,5,1662.47,0.15,Maroc,Magasin,3.39,1,7065.4975
CMD07732,2024-02-06,Ali Benali,Jouets,Voiture téléguidée,4,635.25,0.0,Allemagne,Magasin,8.62,4,2541.0
CMD07733,2024-03-20,Emma Rossi,Sport,Chaussures de sport,5,843.47,0.25,Maroc,App,12.46,3,3163.0125000000003
CMD07734,2024-03-16,Nina Müller,Maison,Machine à café,4,1411.1,0.05,Espagne,Web,3.29,5,5362.179999999999
CMD07735,2024-10-23,Léa Durand,Beauté,Sérum,2,99.62,0.2,France,Web,0.35,1,159.39200000000002
CMD07736,2024-08-12,Lucie Martin,Jouets,Jeu de société,4,1467.36,0.1,Italie,Magasin,4.14,5,5282.496
CMD07737,2024-02-27,Jean Dupont,Beauté,Crème visage,2,1722.83,0.2,Allemagne,Web,12.54,1,2756.5280000000002
CMD07738,2024-10-03,Nina Müller,Maison,Lampadaire,3,1974.44,0.2,Suisse,Web,4.32,2,4738.656
CMD07739,2024-09-16,Paolo Bianchi,Beauté,Rouge à lèvres,3,953.1,0.25,France,Magasin,10.79,2,2144.4750000000004
CMD07740,2024-10-01,Jean Dupont,Jouets,Peluche,5,1937.43,0.2,Belgique,App,6.97,3,7749.72
CMD07741,2024-01-17,Sarah Moreau,Beauté,Crème visage,5,820.89,0.15,France,Magasin,4.05,5,3488.7825
CMD07742,2024-08-27,Sarah Moreau,Beauté,Crème visage,3,1533.79,0.25,Suisse,App,6.38,5,3451.0275
CMD07743,2024-10-23,Sarah Moreau,Jouets,Voiture téléguidée,2,1555.54,0.1,France,Web,1.51,3,2799.972
CMD07744,2024-05-25,Emma Rossi,Électronique,Tablette,5,1319.79,0.15,Maroc,Magasin,11.78,5,5609.1075
CMD07745,2024-12-14,Lucie Martin,Beauté,Crème visage,5,832.21,0.15,Allemagne,Web,3.49,4,3536.8925
CMD07746,2024-08-11,Emma Rossi,Sport,Vélo,5,681.41,0.0,Allemagne,App,4.96,2,3407.0499999999997
CMD07747,2024-03-23,Sarah Moreau,Sport,Ballon,2,1814.62,0.3,Espagne,App,12.37,3,2540.468
CMD07748,2024-05-01,Sarah Moreau,Sport,Chaussures de sport,5,158.99,0.3,Italie,App,4.28,3,556.465
CMD07749,2024-04-01,Carlos Gomez,Jouets,Voiture téléguidée,4,1642.38,0.0,Suisse,Magasin,4.22,1,6569.52
CMD07750,2024-02-25,Nina Müller,Mode,Sac à main,3,384.04,0.3,Espagne,Magasin,1.97,1,806.484
CMD07751,2024-08-19,Nina Müller,Maison,Lampadaire,2,670.45,0.0,France,App,14.76,4,1340.9
CMD07752,2024-01-13,Sarah Moreau,Jouets,Puzzle,2,1109.38,0.05,Suisse,App,11.28,5,2107.822
CMD07753,2024-06-24,Carlos Gomez,Beauté,Sérum,1,591.14,0.2,Maroc,Magasin,6.79,5,472.91200000000003
CMD07754,2024-10-11,Youssef El Amrani,Électronique,Casque audio,2,213.38,0.15,Italie,Magasin,5.58,3,362.746
CMD07755,2024-09-26,Nina Müller,Électronique,Tablette,2,862.19,0.2,Suisse,App,1.24,2,1379.5040000000001
CMD07756,2024-12-03,Paolo Bianchi,Maison,Aspirateur,5,1187.07,0.0,Maroc,Web,3.57,4,5935.349999999999
CMD07757,2024-01-04,Nina Müller,Sport,Raquette,4,1674.61,0.1,Suisse,Web,7.77,5,6028.596
CMD07758,2024-03-31,Sarah Moreau,Jouets,Jeu de société,4,129.45,0.3,Allemagne,Web,14.55,1,362.4599999999999
CMD07759,2024-03-13,Lucie Martin,Sport,Vélo,5,456.39,0.1,Suisse,App,2.95,2,2053.755
CMD07760,2024-09-06,Paolo Bianchi,Maison,Mixeur,1,507.81,0.25,Maroc,App,7.14,3,380.8575
CMD07761,2024-12-07,Léa Durand,Électronique,Tablette,2,1712.54,0.2,Maroc,App,2.33,1,2740.0640000000003
CMD07762,2024-08-09,Nina Müller,Beauté,Rouge à lèvres,2,972.27,0.05,Espagne,Web,6.66,3,1847.3129999999999
CMD07763,2024-10-13,Lucie Martin,Mode,Chaussures,1,59.79,0.3,Italie,App,14.46,4,41.852999999999994
CMD07764,2024-02-20,Lucie Martin,Maison,Ventilateur,4,1872.26,0.2,France,App,14.21,2,5991.232
CMD07765,2024-04-22,Ali Benali,Sport,Raquette,1,357.73,0.2,Suisse,App,10.18,1,286.184
CMD07766,2024-12-26,Lucie Martin,Beauté,Shampoing,4,1598.09,0.25,Allemagne,Magasin,10.83,5,4794.2699999999995
CMD07767,2024-06-17,Lucie Martin,Sport,Vélo,1,1730.73,0.1,Belgique,App,10.34,5,1557.6570000000002
CMD07768,2024-07-11,Youssef El Amrani,Électronique,Tablette,4,1006.59,0.1,Suisse,Web,8.72,2,3623.724
CMD07769,2024-02-06,Nina Müller,Beauté,Sérum,3,251.13,0.25,Espagne,App,0.69,5,565.0425
CMD07770,2024-03-24,Léa Durand,Maison,Mixeur,4,98.9,0.0,Belgique,App,2.99,1,395.6
CMD07771,2024-07-22,Sarah Moreau,Beauté,Rouge à lèvres,4,1259.74,0.0,Espagne,App,12.61,1,5038.96
CMD07772,2024-09-13,Youssef El Amrani,Jouets,Lego,4,1235.88,0.05,Italie,Web,7.96,3,4696.344
CMD07773,2024-10-28,Ali Benali,Jouets,Lego,3,1121.22,0.1,Belgique,App,11.75,3,3027.294
CMD07774,2024-11-20,Carlos Gomez,Maison,Aspirateur,1,1408.07,0.3,Belgique,App,13.58,5,985.6489999999999
CMD07775,2024-05-25,Sarah Moreau,Maison,Ventilateur,5,1639.73,0.3,Italie,App,6.1,1,5739.054999999999
CMD07776,2024-01-08,Jean Dupont,Beauté,Parfum,1,113.95,0.2,Allemagne,Web,14.44,4,91.16000000000001
CMD07777,2024-11-24,Lucie Martin,Mode,Sac à main,4,533.22,0.25,Italie,Magasin,4.85,2,1599.66
CMD07778,2024-11-26,Nina Müller,Sport,Ballon,3,1520.63,0.0,Belgique,Magasin,10.02,3,4561.89
CMD07779,2024-10-25,Carlos Gomez,Sport,Vélo,1,1167.12,0.25,Suisse,Web,5.57,3,875.3399999999999
CMD07780,2024-12-29,Léa Durand,Électronique,Smartphone,5,1528.91,0.15,France,Magasin,12.55,1,6497.8675
CMD07781,2024-02-10,Nina Müller,Maison,Ventilateur,4,755.63,0.15,Espagne,Magasin,0.87,4,2569.142
CMD07782,2024-05-11,Emma Rossi,Mode,Veste,2,1324.96,0.2,France,App,9.56,3,2119.936
CMD07783,2024-09-03,Ali Benali,Mode,Montre,5,641.09,0.1,Allemagne,App,7.63,4,2884.905
CMD07784,2024-05-04,Nina Müller,Maison,Aspirateur,5,437.13,0.25,Belgique,Magasin,10.93,4,1639.2375000000002
CMD07785,2024-02-21,Nina Müller,Mode,Sac à main,1,255.35,0.0,Maroc,Magasin,13.64,1,255.35
CMD07786,2024-09-02,Youssef El Amrani,Mode,Chaussures,2,1785.31,0.3,Suisse,App,0.52,1,2499.4339999999997
CMD07787,2024-11-23,Jean Dupont,Électronique,Ordinateur portable,3,232.33,0.2,Maroc,Magasin,6.24,2,557.592
CMD07788,2024-06-22,Léa Durand,Jouets,Jeu de société,2,1688.55,0.1,Allemagne,Magasin,13.0,1,3039.39
CMD07789,2024-05-17,Emma Rossi,Mode,Chaussures,3,827.03,0.3,Allemagne,Magasin,6.01,4,1736.763
CMD07790,2024-12-23,Youssef El Amrani,Jouets,Peluche,5,569.16,0.2,Italie,Web,1.36,3,2276.64
CMD07791,2024-03-23,Nina Müller,Électronique,Ordinateur portable,3,1901.65,0.0,Belgique,App,10.4,1,5704.950000000001
CMD07792,2024-05-31,Youssef El Amrani,Mode,Jean,5,185.52,0.0,Allemagne,Magasin,12.77,3,927.6
CMD07793,2024-05-19,Jean Dupont,Mode,Veste,2,1022.76,0.25,Allemagne,Web,5.51,1,1534.1399999999999
CMD07794,2024-03-28,Emma Rossi,Jouets,Lego,5,1050.44,0.1,Suisse,Web,2.19,4,4726.9800000000005
CMD07795,2024-07-05,Emma Rossi,Jouets,Lego,1,18.17,0.25,Suisse,Magasin,6.45,3,13.627500000000001
CMD07796,2024-12-03,Ali Benali,Maison,Lampadaire,4,575.4,0.3,France,App,0.87,2,1611.12
CMD07797,2024-05-20,Sarah Moreau,Sport,Tapis de course,1,1805.3,0.05,Maroc,App,3.78,3,1715.0349999999999
CMD07798,2024-12-25,Nina Müller,Jouets,Voiture téléguidée,3,388.76,0.1,Allemagne,Web,8.3,2,1049.652
CMD07799,2024-07-01,Paolo Bianchi,Maison,Aspirateur,2,1497.52,0.3,Belgique,Magasin,13.57,4,2096.528
CMD07800,2024-10-03,Emma Rossi,Maison,Lampadaire,3,1350.23,0.0,France,Magasin,4.85,3,4050.69
CMD07801,2024-08-12,Youssef El Amrani,Mode,Sac à main,4,549.61,0.1,Allemagne,Web,6.76,5,1978.596
CMD07802,2024-09-23,Lucie Martin,Beauté,Crème visage,3,1044.4,0.0,Suisse,App,11.78,4,3133.2000000000003
CMD07803,2024-02-26,Emma Rossi,Beauté,Rouge à lèvres,1,1637.4,0.2,Suisse,Magasin,0.73,4,1309.92
CMD07804,2024-08-15,Paolo Bianchi,Mode,Veste,3,1348.5,0.25,France,App,6.08,3,3034.125
CMD07805,2024-10-02,Emma Rossi,Mode,Veste,3,1597.53,0.05,France,App,2.9,2,4552.9605
CMD07806,2024-08-12,Jean Dupont,Beauté,Shampoing,3,1866.07,0.1,Italie,Web,7.15,2,5038.389
CMD07807,2024-04-19,Léa Durand,Jouets,Peluche,2,683.08,0.25,Allemagne,Web,3.53,4,1024.6200000000001
CMD07808,2024-08-24,Léa Durand,Électronique,Ordinateur portable,1,1552.06,0.05,Italie,Magasin,2.02,2,1474.4569999999999
CMD07809,2024-09-08,Sarah Moreau,Mode,Sac à main,3,495.48,0.25,Belgique,Magasin,8.02,1,1114.83
CMD07810,2024-04-08,Carlos Gomez,Sport,Chaussures de sport,1,26.72,0.25,Espagne,App,9.0,3,20.04
CMD07811,2024-06-03,Ali Benali,Électronique,Tablette,4,984.43,0.15,France,App,3.61,2,3347.062
CMD07812,2024-01-01,Léa Durand,Mode,Sac à main,2,241.31,0.3,Maroc,App,11.44,5,337.834
CMD07813,2024-01-07,Léa Durand,Sport,Chaussures de sport,3,1772.42,0.1,Allemagne,App,7.97,2,4785.534000000001
CMD07814,2024-12-01,Léa Durand,Beauté,Sérum,4,219.11,0.15,Italie,App,10.86,1,744.974
CMD07815,2024-11-02,Sarah Moreau,Sport,Ballon,5,1180.71,0.3,Allemagne,Web,9.4,4,4132.485
CMD07816,2024-10-01,Léa Durand,Sport,Chaussures de sport,2,1284.57,0.15,Suisse,Web,10.94,1,2183.769
CMD07817,2024-03-14,Sarah Moreau,Maison,Lampadaire,5,765.7,0.25,Suisse,Magasin,13.03,4,2871.375
CMD07818,2024-07-01,Paolo Bianchi,Sport,Vélo,3,1842.2,0.15,Espagne,Web,3.06,3,4697.610000000001
CMD07819,2024-08-19,Carlos Gomez,Mode,Veste,2,303.27,0.2,Italie,Web,5.06,2,485.23199999999997
CMD07820,2024-09-16,Youssef El Amrani,Sport,Chaussures de sport,2,1031.7,0.2,France,Magasin,8.15,2,1650.7200000000003
CMD07821,2024-01-13,Ali Benali,Électronique,Ordinateur portable,3,1978.45,0.0,Maroc,Magasin,9.38,4,5935.35
CMD07822,2024-11-19,Paolo Bianchi,Maison,Ventilateur,1,1128.36,0.1,France,Magasin,9.73,2,1015.5239999999999
CMD07823,2024-04-03,Nina Müller,Jouets,Puzzle,1,586.53,0.3,France,App,12.04,5,410.57099999999997
CMD07824,2024-01-14,Paolo Bianchi,Mode,Jean,3,1416.3,0.15,Suisse,Web,0.92,5,3611.5649999999996
CMD07825,2024-10-18,Jean Dupont,Jouets,Lego,3,1678.78,0.25,Italie,App,3.31,1,3777.255
CMD07826,2024-04-26,Ali Benali,Mode,Montre,4,1795.81,0.05,Belgique,App,14.77,1,6824.0779999999995
CMD07827,2024-12-25,Sarah Moreau,Électronique,Smartphone,5,441.58,0.3,France,App,10.75,1,1545.53
CMD07828,2024-01-05,Ali Benali,Beauté,Parfum,5,287.72,0.2,Allemagne,App,2.76,3,1150.88
CMD07829,2024-12-30,Carlos Gomez,Mode,Jean,3,981.63,0.15,Belgique,Web,14.54,1,2503.1565
CMD07830,2024-06-29,Emma Rossi,Maison,Mixeur,1,1643.57,0.05,Suisse,Magasin,4.42,5,1561.3915
CMD07831,2024-12-19,Nina Müller,Mode,Montre,3,708.06,0.1,Belgique,App,6.33,4,1911.762
CMD07832,2024-10-14,Léa Durand,Maison,Mixeur,1,172.0,0.3,Allemagne,App,13.25,3,120.39999999999999
CMD07833,2024-10-24,Sarah Moreau,Maison,Aspirateur,4,1413.47,0.1,Suisse,App,13.7,5,5088.492
CMD07834,2024-02-24,Emma Rossi,Beauté,Parfum,4,148.85,0.3,Suisse,Magasin,13.84,1,416.78
CMD07835,2024-03-29,Paolo Bianchi,Sport,Tapis de course,5,296.94,0.0,Belgique,App,10.89,4,1484.7
CMD07836,2024-04-14,Paolo Bianchi,Sport,Chaussures de sport,5,1873.07,0.15,Espagne,Magasin,7.05,5,7960.5475
CMD07837,2024-05-16,Carlos Gomez,Sport,Raquette,5,889.15,0.2,Belgique,Web,2.49,5,3556.6000000000004
CMD07838,2024-12-20,Nina Müller,Sport,Tapis de course,3,1713.1,0.0,Suisse,Magasin,3.92,2,5139.299999999999
CMD07839,2024-01-23,Sarah Moreau,Maison,Lampadaire,5,1681.69,0.1,Belgique,Magasin,12.87,3,7567.6050000000005
CMD07840,2024-02-20,Jean Dupont,Maison,Aspirateur,2,357.82,0.2,Allemagne,Web,11.77,5,572.5120000000001
CMD07841,2024-09-26,Ali Benali,Beauté,Rouge à lèvres,3,1618.58,0.2,Espagne,Magasin,8.58,2,3884.592
CMD07842,2024-10-31,Emma Rossi,Mode,Jean,1,457.18,0.3,Italie,Magasin,13.03,3,320.026
CMD07843,2024-03-05,Jean Dupont,Jouets,Peluche,1,1556.17,0.3,Maroc,App,7.99,4,1089.319
CMD07844,2024-10-15,Emma Rossi,Beauté,Crème visage,3,1661.61,0.0,Maroc,Web,0.99,1,4984.83
CMD07845,2024-10-03,Léa Durand,Sport,Tapis de course,5,1690.3,0.1,Suisse,App,13.74,2,7606.35
CMD07846,2024-01-09,Lucie Martin,Électronique,Smartphone,3,1996.49,0.25,France,Magasin,13.01,5,4492.1025
CMD07847,2024-08-06,Nina Müller,Beauté,Parfum,2,1970.0,0.15,Maroc,Magasin,3.61,5,3349.0
CMD07848,2024-11-10,Paolo Bianchi,Beauté,Parfum,2,1422.88,0.2,Belgique,App,3.68,3,2276.608
CMD07849,2024-10-05,Lucie Martin,Sport,Vélo,4,1144.87,0.0,Belgique,Web,7.5,4,4579.48
